birthdate	job	ssn	username	registration	name	address	blood_group	company	user_id	mail	current_location	station_ID
1945-09-26		75249108601	mariarezende	2019-06-08	Oliver Caldeira	"Vale Rocha, 64
Lagoa
23808586 Azevedo da Prata / MT"	O-	Moura	1441	maria-laura52@gmail.com	(Decimal('58.7413025'), Decimal('-15.025458'))	844
1936-10-13		473-68-0584	karenwagner	2019/08/26	Brenda Williams		O-	Cooper LLC	1602	davidwalker@yahoo.com	(Decimal('-43.470123'), Decimal('59.729097'))	714
		150-92-9164	yasuhironakamura	2020-08-28	伊藤 裕太	島根県西東京市藤金6丁目9番7号	B-	鈴木通信有限会社	1655	manabuwatanabe@gmail.com	(Decimal('12.9629575'), Decimal('114.505599'))	786
		81453209689	lorenzorios	2022/07/26	Thales Aragão	"Parque de Leão, 86
Campo Alegre
40758-266 Alves do Campo / MT"	B-	Carvalho	1225	siqueiraluiz-henrique@uol.com.br	(Decimal('-83.996016'), Decimal('171.643324'))	137
		582-14-8558	heinlia	2025/02/16	Hansjoachim Bähr-Ziegert	"Klotzallee 27/99
82966 Riesa"	O-	Graf Reising GbR	548	baehrhans-juergen@aol.de	(Decimal('52.5190105'), Decimal('60.432718'))	704
		956-67-5339	carstenweimer	2024/01/08	Prof. Siegrun Lübs B.Eng.	"Benthinplatz 40/96
46133 Amberg"	AB+	Pergande Reuter OHG mbH	973	cilly38@gmail.com	(Decimal('-18.1662545'), Decimal('152.596365'))	80
		23197864573	ksa	2022/01/06	Luiz Felipe Costa	"Quadra de da Paz
Boa Viagem
32275-617 Leão Alegre / SP"	B+	Rocha Machado - EI	1162	da-luzeduarda@bol.com.br	(Decimal('-37.371279'), Decimal('52.536072'))	737
		915-09-7897	ottomar23	11 Jun 2019	Angelica Lange	"Janina-Stoll-Allee 58/82
14384 Eberswalde"	A-	Wilms Wirth GmbH	1686	esoelzer@gmail.com	(Decimal('69.7503635'), Decimal('-4.607890'))	235
1913-01-21		689-96-5657	radischpierre	2025/04/14	Emanuel Thies B.Eng.		B+	Hethur Lehmann GmbH & Co. KG	1442	ebachmann@hotmail.de	(Decimal('-13.510281'), Decimal('-54.029094'))	49
		PNTGNE82R19H491G	marcella31	18 Jul 2019	Fiorino Pace	"Vicolo Elisa, 233 Piano 1
00079, Colle Di Fuori (RM)"	A-	Cavanna Group	789	annetta75@poste.it	(Decimal('-83.5567935'), Decimal('13.707050'))	20
1936-05-16		687-74-1046	watanabeyasuhiro	19 Nov 2019	鈴木 涼平	和歌山県香取市西浅草19丁目18番14号 所野コート395	O+	合同会社斎藤印刷	327	hidekikobayashi@yahoo.com	(Decimal('-40.6793575'), Decimal('-148.517566'))	149
	Designer, interior/spatial	TRTCML05C28H354G	kbenussi	2022/12/12	Sig. Fabio Andreotti		AB+	Sraffa Group	778	nbruno@gmail.com	(Decimal('-63.7002735'), Decimal('-145.990630'))	495
		102-69-9392	ktanaka	06/21/2021, 00:00:00	小林 さゆり	福井県立川市竜泉37丁目15番19号	AB+	合同会社中村保険	449	nmurakami@hotmail.com	(Decimal('-79.9089505'), Decimal('161.162813'))	807
1953-02-08		73609851295	luiz-henriquemoraes	03/09/2019, 00:00:00	Maria Sophia Câmara	"Condomínio de Gonçalves, 3
Marilandia
82767-637 Fogaça / CE"	AB-	Porto	922	guilherme40@ig.com.br	(Decimal('40.980813'), Decimal('136.615696'))	613
1950-02-01	Augenoptiker	054-43-1651	deborah85	2020-09-03	Zofia Scholtz MBA.		A-	Finke	1837	mirko84@aol.de	(Decimal('52.918755'), Decimal('135.370707'))	78
1978-06-19	Dramatherapist	PCTDRA23L70L429P	sandroturchi	09 Dec 2019	Rosario Taliani-Ammaniti		B+	Iacovelli-Nicoletti e figli	509	vabbagnale@yahoo.com	(Decimal('-55.6767625'), Decimal('50.173401'))	466
1961-06-07		PRTTTN58T07G592J	paridespinola	2018-12-01	Lucrezia Odescalchi	"Piazza Scalera, 8 Appartamento 6
36036, Torrebelvicino (VI)"	A+	Pedroni, Carfagna e Mantegazza e figli	335	hbocelli@tele2.it	(Decimal('-37.5851065'), Decimal('-141.260627'))	687
2000-12-25		406-07-0913	wnakamura	2025/08/24	吉田 陽一	高知県世田谷区豊町27丁目4番10号	A+	株式会社加藤通信	560	kazuya78@yahoo.com	(Decimal('51.629114'), Decimal('41.085356'))	209
1940-06-15	Navegador	40278953123	carolinamoraes	2021-06-16	Ana Sophia Carvalho	"Colônia Farias, 22
Varzea Da Palma
17873-460 Rocha / MG"	B-	Santos Melo e Filhos	1869	garciakevin@bol.com.br	(Decimal('36.4135805'), Decimal('-119.780170'))	161
1925-01-03		SNTCSN55P03I917L	dolores72	10/20/2019, 00:00:00	Monica Tomaselli-Carosone	"Piazza Interiano, 3
57037, Portoferraio (LI)"	AB+	Riccardi-Scalera SPA	1062	ifantini@live.com	(Decimal('-5.1669205'), Decimal('-63.669971'))	506
1913-11-25	Assessor de imprensa	50968317286	da-costaalana	2021/03/20	Pietra Nunes	"Esplanada Ana Vitória Carvalho, 47
Céu Azul
82301861 Moura / SC"	O-	Sampaio	813	lsouza@gmail.com	(Decimal('-29.6150775'), Decimal('111.966367'))	645
	アニメーター	481-18-5649	satomihashimoto	21 Jan 2019	藤井 里佳	岐阜県川崎市多摩区横林9丁目27番13号 コート三筋073	B-	有限会社山下水産	1070	yokoyoshida@hotmail.com	(Decimal('-56.764751'), Decimal('28.582039'))	171
	気象予報士	639-74-9912	asukashimizu	08/26/2025, 00:00:00	高橋 里佳	福島県目黒区下吉羽41丁目8番11号 パーク丹勢410	AB+	合同会社前田情報	1302	reisuzuki@yahoo.com	(Decimal('-12.615053'), Decimal('151.545056'))	286
		LVTLZR59C63L734O	antonellacocci	2021/09/27	Gelsomina Correr	"Borgo Elvira, 183 Appartamento 72
70013, Castellana Grotte (BA)"	B-	Schiavo s.r.l.	1291	gioffre57@gmail.com	(Decimal('-49.6783095'), Decimal('-158.752238'))	764
2015-09-18		75102864920	fariasrafaela	2020/09/19	Valentim Rocha	"Aeroporto Thomas Moura, 290
Vila Suzana Segunda Seção
33849696 da Rocha da Serra / DF"	A+	Cirino Ltda.	746	thiago58@yahoo.com.br	(Decimal('-48.641318'), Decimal('100.429232'))	686
1971-08-14		PRCPSL39C45C502R	fabrizigianluigi	2023/06/27	Simonetta Volterra	"Stretto Paola, 11
29022, Cassolo (PC)"	A-	Pavarotti-Ficino Group	739	hugoamato@hotmail.it	(Decimal('26.9629895'), Decimal('-140.294650'))	533
1950-02-09		292-79-6662	phillipsangela	12/22/2022, 00:00:00	Steven Mccarthy		A-	Fowler, Reid and Clark	1648	janice99@gmail.com	(Decimal('88.9175845'), Decimal('156.070963'))	750
1939-06-28	Tosador	76913254873	jesussamuel	2021/10/28	Dante Pires	"Pátio de Abreu, 505
Santa Cecilia
64474814 Mendes / PA"	B-	Alves	1469	salesrodrigo@gmail.com	(Decimal('20.741531'), Decimal('54.513714'))	104
2015-01-30	Senador	72640581902	vasconcelosryan	2020-11-05	Brenda Albuquerque	"Viela de Jesus
Minas Caixa
76805971 Montenegro / RJ"	B-	Araújo e Filhos	905	gcorreia@ig.com.br	(Decimal('21.971589'), Decimal('159.621030'))	194
1979-07-10	Augenoptiker	939-81-6067	imartin	2020-03-05	Prof. Wolfram Salz B.A.	"Ullmannallee 82/92
96972 Zossen"	B+	Loos	135	qnette@hotmail.de	(Decimal('27.5850055'), Decimal('32.749030'))	151
		80429517602	nina16	26 Sep 2019	Dr. Lucas Gabriel Novais	"Travessa Alexandre Pinto, 474
Inconfidência
50399998 Sampaio / AL"	AB+	Cassiano S/A	938	antonionovais@bol.com.br	(Decimal('28.679883'), Decimal('-169.004606'))	600
1953-09-28	Bäcker	805-72-2733	riehlignaz	12/14/2021, 00:00:00	Elzbieta Wende	"Gröttnerplatz 772
89633 Rockenhausen"	AB-	Wesack Klemt Stiftung & Co. KGaA	250	ziegertpirmin@gmx.de	(Decimal('-50.6275455'), Decimal('-111.197070'))	479
1992-03-01		213-74-2559	yamazakikazuya	2020-07-09	吉田 聡太郎	新潟県三鷹市豊町17丁目26番10号 コート美原町250	B-	佐藤運輸株式会社	2026	satonaoko@yahoo.com	(Decimal('-0.300604'), Decimal('-31.506064'))	589
1912-03-22		92150486776	uda-luz	01 Jul 2021	Elisa Albuquerque	"Quadra Cardoso, 33
Itatiaia
26327958 Casa Grande da Mata / GO"	AB+	Cardoso	777	da-cunhakamilly@gmail.com	(Decimal('-76.9779945'), Decimal('-33.490520'))	165
1939-03-25	Field trials officer	PTRLRN38R67D018C	azeglio70	2019/01/29	Dott. Annalisa Bevilacqua	"Borgo Giannetti, 68
50141, Firenze (FI)"	AB+	Filzi s.r.l.	1594	iadanzavaleria@gmail.com	(Decimal('-70.8598015'), Decimal('-107.454564'))	841
1946-09-13		038-38-6108	maria35	2022-11-15	Victor Davis	"86076 Mark Circle Apt. 063
Ericview, NJ 31163"	AB-	Stone Inc	167	carol18@hotmail.com	(Decimal('-16.0777285'), Decimal('170.672063'))	9
		87516942049	edias	2020/03/14	Henry Gabriel Borges	"Largo de Correia, 59
Estoril
92450-622 Pimenta da Praia / BA"	B+	Câmara S.A.	559	zaraujo@ig.com.br	(Decimal('44.9639285'), Decimal('-8.425656'))	510
1984-05-05	Designer, multimedia	491-55-5079	alexis60	2019/06/10	Jennifer Gomez	"386 Hill Mills Apt. 802
West Dennisside, MS 23023"	AB+	Gonzalez Ltd	805	josephbarnett@gmail.com	(Decimal('86.763471'), Decimal('-41.293163'))	212
		98675104294	rebeca28	21 Jan 2024	Isabel Mendes	"Pátio de da Costa, 71
Glória
17387-512 Leão / SP"	A+	Abreu da Mata e Filhos	340	pimentamilena@ig.com.br	(Decimal('49.193869'), Decimal('-131.384606'))	763
		833-10-7435	kweihmann	29 Jan 2023	Elke Kambs	"Krausring 6/4
51918 Erbisdorf"	AB-	Dörr Förster AG	191	uhornich@gmail.com	(Decimal('-72.4098375'), Decimal('53.662815'))	520
		020-90-2394	srichmond	2021-12-23	William Smith	"59510 Vang Knolls
South Kyle, AZ 26912"	B-	Thomas-Skinner	1343	rebecca44@gmail.com	(Decimal('-36.566517'), Decimal('-149.514439'))	312
1917-12-29	Clinical research associate	PZZFDC27D58E238J	lmarzorati	12/30/2019, 00:00:00	Lando Cesarotti		O-	Iannotti, Biagi e Scarpetta SPA	338	giorgiopozzecco@hotmail.it	(Decimal('-89.731317'), Decimal('65.831115'))	263
1953-12-26	演歌歌手	340-24-8347	satomiyamamoto	10/09/2020, 00:00:00	小林 翼	兵庫県町田市横林16丁目1番11号 下吉羽コーポ639	AB-	小林鉱業合同会社	1640	yamaguchimituru@yahoo.com	(Decimal('-45.6471755'), Decimal('10.906599'))	757
		405-77-5347	robinsonjames	30 Jan 2022	Brandon Suarez	"Unit 5242 Box 6273
DPO AE 24788"	B-	Fuller PLC	1224	kellerbrian@yahoo.com	(Decimal('-5.321833'), Decimal('84.354565'))	73
1977-06-29		233-74-4519	lorrainevalenzuela	07 Sep 2020	Andrew Mccoy	"79575 Rios Hills
Port Jorgehaven, KS 68101"	AB+	Johnson-Washington	266	ygreene@yahoo.com	(Decimal('77.725152'), Decimal('121.633347'))	160
1953-10-15	Bäcker	695-82-5206	matthias92	2024-09-06	Gerlinde Thies-Wesack	"Hövelstr. 52/27
26120 Calau"	AB-	Steuer Jessel AG & Co. KG	1504	heintzejose@hotmail.de	(Decimal('73.916977'), Decimal('-127.908881'))	333
		PVNMRS58R26F745L	jgotti	2019-09-18	Clelia Necci	"Via Cimarosa, 65 Appartamento 84
35136, Padova (PD)"	O-	Tafuri s.r.l.	1386	gineseguglielmo@libero.it	(Decimal('-51.5683015'), Decimal('60.256729'))	733
1968-04-04		686-42-0810	wolfhardpreiss	04/26/2025, 00:00:00	Dominik Gieß	"Eberthstr. 5098
55158 Stendal"	O-	Heidrich Mielcarek AG	1927	nicolausniemeier@web.de	(Decimal('12.2288925'), Decimal('-172.798962'))	432
		728-14-4667	ltakahashi	30 Sep 2021	小川 幹	大阪府新島村羽折町7丁目24番15号 アーバン千束617	B+	中川建設有限会社	73	satosatomi@yahoo.com	(Decimal('-25.596474'), Decimal('71.290841'))	775
2000-04-17		414-48-4886	nakagawachiyo	01/20/2021, 00:00:00	福田 直人	福島県横浜市都筑区中小来川36丁目14番1号 パレス下宇和田992	A+	渡辺鉱業有限会社	2022	nanamisato@gmail.com	(Decimal('80.266403'), Decimal('17.855697'))	204
		93652180712	lopesmaite	10/24/2019, 00:00:00	Srta. Gabrielly Rodrigues		AB-	da Paz S/A	1678	arios@bol.com.br	(Decimal('-19.4526395'), Decimal('-37.149861'))	62
	Krankenschwester	043-67-8084	angelo98	2024-07-15	Jobst Schwital	"Sylke-Wesack-Ring 48/14
61002 Prenzlau"	B-	Döhn KG	672	waltraut16@gmail.com	(Decimal('13.6640095'), Decimal('142.393187'))	705
1913-07-30		874-55-8856	eric27	03 Oct 2021	Gregory Hicks	"1436 Kelly Trail Apt. 490
Tiffanychester, GA 71667"	A+	Vargas Ltd	502	jonathan83@yahoo.com		449
1953-09-20		464-43-5322	meredithsmith	2021/07/06	Gabriella Lopez	"927 Williams Lane
South Larry, OK 69391"	AB-	Lucas, Harris and Fisher	885	kellie08@gmail.com	(Decimal('58.612481'), Decimal('-144.692361'))	783
1944-11-23		LPRDNL60S18L348T	vittoriaballa	2019-07-23	Pasqual Missoni	"Via Martino, 8
65132, San Silvestro (PE)"	AB-	Einaudi, Zampa e Notarbartolo Group	454	ninatosi@tiscali.it	(Decimal('41.8843775'), Decimal('115.054643'))	7
1940-10-27		53294718691	alexandre97	12 Mar 2022	Isadora Sales	"Rodovia Liz Souza, 80
Minas Caixa
78460-977 Nascimento / GO"	B-	Gonçalves Ribeiro Ltda.	726	ana-ceciliada-paz@gmail.com	(Decimal('-35.6194845'), Decimal('-108.335985'))	820
1998-07-07	司法書士	792-02-0849	taichiikeda	10/12/2021, 00:00:00	渡辺 太郎	宮崎県大田区六番町2丁目10番12号 アーバン雷門532	B-	小川食品株式会社	506	mikako27@yahoo.com	(Decimal('-74.043566'), Decimal('-6.703875'))	676
	Asphaltbauer	092-00-3567	fritschzdravko	02/18/2025, 00:00:00	Christine Zahn-Steckel	"Hans-Werner-Dobes-Weg 2
31216 Calw"	AB+	Steinberg Ruppersberger KG	24	heiderose54@gmail.com	(Decimal('53.601350'), Decimal('-96.132031'))	614
		011-88-6548	justinabriemer	04 Jun 2022	Hannes Scholl B.A.		AB+	Hiller GmbH	81	friedrich-karl30@yahoo.de	(Decimal('-53.721420'), Decimal('64.226578'))	259
1952-07-06		46712908558	siqueiraleandro	04/28/2024, 00:00:00	Davi Lucca Ramos		AB-	Carvalho	1850	samuel39@yahoo.com.br	(Decimal('-13.528426'), Decimal('156.851288'))	248
2001-11-07		621-30-4415	zzaenker	2024-10-28	Frau Margrit Walter MBA.	"Roseweg 1
30186 Brilon"	O+	Rädel Graf AG & Co. KGaA	1979	gerti90@gmx.de	(Decimal('57.987148'), Decimal('23.792680'))	320
		25386074938	luccarios	2021-11-20	Srta. Maya Vargas	"Residencial de Souza, 40
Santa Cruz
28506-493 Oliveira Alegre / AL"	O+	Borges S.A.	1767	icamargo@bol.com.br	(Decimal('-77.681936'), Decimal('131.879231'))	22
	Arzt	284-55-2833	folkerkreusel	2022-11-01	Sylke Pergande	"Gotthold-Oestrovsky-Ring 59-31
03223 Forchheim"	AB-	Holsten	758	ystiebitz@web.de	(Decimal('51.8227965'), Decimal('-91.839799'))	570
	花火師	564-12-3804	msasaki	01/14/2025, 00:00:00	石井 春香	静岡県江東区北青山40丁目2番2号 クレスト美原町928	AB+	遠藤電気有限会社	745	ptanaka@yahoo.com	(Decimal('-46.3782105'), Decimal('114.891170'))	759
2013-07-04	Secondary school teacher	MRNTNF90A62L280B	romeo33	2023-08-09	Edoardo Dovara-Lettiere	"Contrada Stefania, 7 Appartamento 1
05023, Civitella Del Lago (TR)"	B-	Borgia-Casaleggio SPA	1640	marcantoniomuratori@outlook.com	(Decimal('85.6899595'), Decimal('138.805041'))	291
	Multimedia specialist	VLLLGN84E27E306L	camillamalipiero	27 Apr 2020	Marina Borzomì	"Vicolo Gabrieli, 37
80066, Montechiaro (NA)"	O-	Morellato-Platini Group	897	rembrandt33@poste.it	(Decimal('-85.175315'), Decimal('49.890420'))	367
2008-03-09		713-80-2721	mikako56	11 Dec 2024	太田 舞	埼玉県印旛郡本埜村丸の内ＪＰタワー24丁目20番4号	B+	佐々木鉱業合同会社	813	eyamada@hotmail.com	(Decimal('-68.0885805'), Decimal('139.008470'))	539
1963-02-04		BNTLNE16B41G678P	flaviatognazzi	2025-02-27	Nicoletta Callegari	"Rotonda Martinelli, 91
43030, Ravarano (PR)"	B-	Spinelli-Pinamonte e figli	288	ottavio31@poste.it		392
1998-05-25		MRNMRA64A13A653A	giacomocapecchi	2021-08-07	Martina Petrassi	"Piazza Carolina, 58
83050, Salza Irpina (AV)"	A+	Morosini-Abba Group	20	sgelli@libero.it	(Decimal('19.825967'), Decimal('-67.306358'))	580
		612-58-1076	reimori	11 Oct 2023	鈴木 くみ子	滋賀県武蔵村山市山中新田28丁目3番12号 池之端シャルム707	O+	吉田保険有限会社	2017	csasaki@hotmail.com	(Decimal('8.4739845'), Decimal('83.659084'))	282
1968-04-27		568-84-1033	dpowers	29 Sep 2023	Julie Navarro	"4692 Mata Stravenue Apt. 188
Melindamouth, AL 18030"	A+	Cox-Jacobson	1532	jose10@gmail.com	(Decimal('21.956897'), Decimal('157.858334'))	59
1995-02-21		415-11-1497	nbowen	2023/10/01	Diane Parks	"4911 Denise Locks Apt. 637
Tammyfurt, ND 16256"	B-	Baker Ltd	501	heidinichols@hotmail.com	(Decimal('-82.687400'), Decimal('164.131295'))	652
		CNTLSS23A57A120D	ottaviogiammusso	24 Sep 2019	Serafina Luxardo	"Stretto Federico, 765
00120, Roma (RM)"	A+	Bramante Group	1643	ecopaulina@vodafone.it	(Decimal('-28.7726325'), Decimal('-118.014320'))	445
		079-96-5700	robin50	06/19/2025, 00:00:00	Elizabeth Robinson	"6395 Joseph Square
East Angela, SC 52849"	O+	Fuentes, Turner and Carr	169	tammymckay@hotmail.com	(Decimal('-78.799098'), Decimal('-156.604089'))	43
1994-11-11		36479182537	qporto	2020-12-18	Luísa Vargas	"Recanto Raul Pacheco, 4
Embaúbas
93014-258 Melo do Sul / PI"	O-	Freitas	1192	souzabreno@hotmail.com	(Decimal('-38.257520'), Decimal('-7.349546'))	839
2008-05-31	Osteopath	177-01-9445	sfoley	07/19/2020, 00:00:00	Kristin Walters	"148 Beth Field Apt. 625
South Michaelmouth, SC 77034"	B+	Miranda-Martinez	870	jessica46@gmail.com	(Decimal('-36.5055795'), Decimal('-154.312121'))	406
1969-04-28		212-68-2358	shotawatanabe	24 May 2025	佐藤 裕太	佐賀県江東区虎ノ門虎ノ門ヒルズ森タワー22丁目24番1号 卯の里シティ353	AB+	高橋印刷株式会社	1338	osamutakahashi@gmail.com	(Decimal('76.071469'), Decimal('127.382566'))	768
1958-10-27		ZCHNNT82E09D666C	gionataagostini	2023/07/30	Martina Stucchi	"Canale Carlo, 344
00030, Capranica Prenestina (RM)"	O-	Pacelli, Rensi e Renzi e figli	1701	baccio26@poste.it	(Decimal('63.959781'), Decimal('125.531796'))	521
1956-12-20		289-30-3706	hans-jochenheinrich	2021/04/19	Jonathan Reuter-Gude	"Wernerplatz 62
11944 Wismar"	A-	Koch Klemm GmbH & Co. OHG	1729	carla17@googlemail.com	(Decimal('-11.449026'), Decimal('150.112004'))	200
1921-03-17		984-02-4783	marittahamann	2021-10-28	Vincent Putz	"Ferdi-Bien-Platz 39-30
72455 Mittweida"	A-	Nerger Weimer AG & Co. KG	1093	jhesse@googlemail.com	(Decimal('-48.1984175'), Decimal('53.511694'))	240
		755-31-8543	rognerfelix	03 May 2020	Hartwig Baum	"Christel-Dussen van-Ring 50
02558 Ingolstadt"	A+	Mälzer KGaA	893	abdulbeckmann@web.de	(Decimal('-56.8353075'), Decimal('-35.659690'))	31
1921-12-27		299-32-3287	james48	2023-07-26	Amy Smith	"58807 Vasquez Creek
West Ashleyville, AZ 94618"	AB-	Patterson-Collins	1467	swilliams@hotmail.com	(Decimal('81.952876'), Decimal('-56.756365'))	619
1975-11-11		719-79-7557	rei83	09/21/2025, 00:00:00	渡辺 涼平		O+	株式会社松田情報	367	watanaberika@gmail.com	(Decimal('71.7753015'), Decimal('-139.764332'))	573
1933-02-15		882-39-7733	schomberhatice	02/14/2020, 00:00:00	Ella Scheuermann B.A.	"Baldur-Zimmer-Straße 6
03673 Dinslaken"	O+	Schäfer	160	erhard01@hotmail.de	(Decimal('-21.3665975'), Decimal('145.334366'))	37
		019-65-9234	austinbryan	2025-07-16	Joshua Hill	"966 Perry Curve
Perezview, RI 97524"	A-	Serrano-Johnston	754	richard28@gmail.com	(Decimal('-55.9912315'), Decimal('129.429929'))	169
1947-11-26		80793216478	wgoncalves	2020/03/26	Breno Dias	"Vereda Maria Castro, 23
Granja Werneck
39485765 Pires de Mendes / PI"	A+	Siqueira	1798	ottoda-luz@ig.com.br	(Decimal('-74.8493845'), Decimal('167.200037'))	756
		797-14-0256	uharper	2025/05/08	John Morse	"085 White Flat
New Kevinfurt, IL 65045"	B-	Gonzales, Rodriguez and Wilson	47	elizabeth86@hotmail.com	(Decimal('49.760301'), Decimal('16.028567'))	458
		FBNSTL50P16L561J	lambertofinzi	11 Feb 2019	Rossana Petrucelli	"Incrocio Benussi, 96 Appartamento 99
10041, Ceretto (TO)"	A+	Ferrante-Bongiorno Group	1165	rolando36@tin.it	(Decimal('8.8000675'), Decimal('-63.771999'))	440
1935-05-11	Elektroniker	906-98-2129	baererangela	25 Oct 2018	Prof. Hans-Walter Wesack	"Nikolai-Oderwald-Allee 650
95587 Mittweida"	AB+	Jäkel Meyer AG & Co. OHG	1427	georgioszirme@gmx.de	(Decimal('-21.7448125'), Decimal('10.811385'))	453
1922-06-29		32970861577	macedogustavo	02/08/2022, 00:00:00	Stephany Oliveira	"Campo de Sales, 54
Camargos
15938-644 Albuquerque / RO"	B-	Macedo	330	qfreitas@yahoo.com.br	(Decimal('-74.3815935'), Decimal('175.792117'))	56
		950-50-2207	yhertrampf	2019/10/03	Prof. Stanislaus Fröhlich MBA.	"Hans Dieter-Koch II-Straße 4
28372 Finsterwalde"	A+	Eigenwillig Preiß GmbH	1169	theodoros18@googlemail.com	(Decimal('13.5221605'), Decimal('-150.456121'))	187
2010-05-10	花火師	071-53-0127	suzukiakemi	12 Apr 2025	田中 千代	鹿児島県鴨川市土沢30丁目6番18号 高田馬場コーポ813	B+	岡田情報有限会社	1337	xhayashi@yahoo.com	(Decimal('-32.177708'), Decimal('-135.368740'))	48
1927-11-29		CLLNTT65A15E737M	monica85	11/30/2020, 00:00:00	Dott. Michela Nadi	"Stretto Trillini, 57
44023, Lagosanto (FE)"	O+	Boccherini, Ginese e Chiesa e figli	943	buonauromarco@tin.it		581
1997-11-12		693-35-8392	gotohanako	08/20/2020, 00:00:00	池田 京助	長崎県渋谷区外国府間3丁目13番4号 中宮祠シャルム318	B-	合同会社小林建設	1859	osato@gmail.com	(Decimal('47.452156'), Decimal('115.227745'))	539
1997-04-12		ZNCLPD99L66D132U	romeopetrassi	2022-04-14	Dott. Margherita Alonzi	"Incrocio Fulvio, 82
41032, Villa Motta (MO)"	B-	Lucchesi-Onio SPA	1834	elmo38@alice.it	(Decimal('-11.8386185'), Decimal('-81.511917'))	354
1947-08-21	Broker/Corretor da bolsa de valores	17826034507	ccardoso	23 Mar 2025	Maitê Garcia	"Largo Lavínia Sampaio, 76
Manacas
77056-927 Barros das Flores / RS"	O-	Leão Ltda.	1187	felipe64@yahoo.com.br	(Decimal('-41.7404435'), Decimal('4.975459'))	349
	ウェブデザイナー	203-39-5358	minoru20	11/23/2023, 00:00:00	木村 智也	秋田県印旛郡酒々井町中三依17丁目26番12号 ハイツ長間933	O-	橋本建設有限会社	863	taro58@yahoo.com	(Decimal('-55.3935345'), Decimal('179.882731'))	419
		19586720411	bianca65	2021/06/07	Sra. Pietra Barros	"Passarela Gonçalves, 3
Monsenhor Messias
11911841 Caldeira / BA"	B+	da Mata Correia e Filhos	1936	elisa61@uol.com.br	(Decimal('-19.006675'), Decimal('-42.825149'))	579
	脚本家	633-61-7471	kenichisuzuki	2018/12/13	福田 美加子	福島県清瀬市柿木沢新田15丁目1番13号	AB-	有限会社青木農林	1563	yumikofujiwara@hotmail.com	(Decimal('-77.255952'), Decimal('39.702323'))	7
1986-04-22		134-33-7957	yfukuda	28 May 2022	林 春香	大阪府香取郡東庄町豊町5丁目8番19号 パレス箭坪134	O-	株式会社松本農林	1418	shotanishimura@gmail.com	(Decimal('-16.4836905'), Decimal('-28.834400'))	367
1943-01-03		189-19-1562	jenniferguerra	03 Feb 2021	Christine Stephens		AB-	Reese and Sons	1540	vpineda@gmail.com	(Decimal('-31.3409565'), Decimal('40.740239'))	493
2023-02-16		787-21-8589	kimberlyberger	2023/04/21	Erin Proctor	"75055 Bradley Throughway
Port Alisonstad, MD 90777"	O+	Spencer, Gilbert and Nunez	1694	kryan@gmail.com	(Decimal('88.9941795'), Decimal('5.412307'))	855
2006-07-13		684-53-5066	steuerwolf	08/15/2024, 00:00:00	Amalia Aumann B.Eng.	"Mudestraße 6-9
26861 Neustadtner Waldnaab"	O+	Hecker e.G.	665	patrick44@web.de	(Decimal('21.757015'), Decimal('90.323824'))	745
1966-10-30	Herpetologist	140-94-8646	loriquinn	04 Nov 2024	Michael Stanley	"4050 Herrera Curve
North Brianshire, AS 23397"	A+	Bowers-Hill	36	sandersjessica@yahoo.com	(Decimal('-64.3172115'), Decimal('-32.017077'))	829
1911-08-23		465-96-3731	theresezorbach	18 Feb 2020	Ursula Pechel	"Salzplatz 82-83
25381 Kelheim"	AB+	Täsche Hethur GmbH & Co. OHG	741	marielesegebahn@googlemail.com	(Decimal('-1.762819'), Decimal('-70.083570'))	843
1998-03-15	Ausbaufacharbeiter	074-96-2179	carmeloatzler	2019/11/09	Dipl.-Ing. Hans-Adolf Naser	"Atzlerstr. 557
32552 Strasburg"	O-	Röhricht	210	kunigunda90@aol.de	(Decimal('-48.486664'), Decimal('-58.933984'))	709
1985-04-04		859-13-0924	gmitschke	27 Jun 2025	Dr. Udo Scholz B.Sc.		O-	Gutknecht KG	1959	hahndorit@hotmail.de	(Decimal('-50.461935'), Decimal('-168.897365'))	463
1946-02-13		RSLLNI40E22A386U	gioacchinocutuli	2021-12-11	Dott. Bruno Curatoli	"Incrocio Claudio, 891
08027, Orgosolo (NU)"	O-	Solimena, Camanni e Jilani s.r.l.	1036	nubaldi@fastwebnet.it	(Decimal('77.2505585'), Decimal('168.986655'))	594
		BRTLNI36D10C051W	marisa09	2020-03-25	Isa Gaiatto	"Canale Ferrara, 14 Appartamento 2
98126, Messina (ME)"	A+	Malacarne, Giacconi e Malipiero s.r.l.	63	vattimoclelia@virgilio.it	(Decimal('-22.552411'), Decimal('4.631866'))	597
1928-08-04	エンジニア演奏家	117-03-6953	chiyo77	2022-09-10	鈴木 七夏	滋賀県御蔵島村南赤田29丁目5番1号	A-	鈴木銀行合同会社	369	yumikokobayashi@hotmail.com	(Decimal('-71.538277'), Decimal('40.893997'))	549
1914-04-24		81946732087	upinto	01/17/2022, 00:00:00	Sr. Heitor Guerra		B+	Barbosa	1621	lviana@uol.com.br	(Decimal('26.7743315'), Decimal('159.849723'))	257
2013-02-27		62480759130	isis99	29 Dec 2023	Sr. Pedro Andrade		A+	Andrade Ltda.	1186	ualbuquerque@hotmail.com	(Decimal('-40.827376'), Decimal('-111.198184'))	70
